team_name,season,h_a,xG,match_round,GF,GA,GD
pt Benfica,2018,a,1.2,Group,3,2,1
eng Manchester City,2018,a,2.2,Group,2,1,1
it Roma,2018,h,3.1,Group,5,0,5
gr AEK Athens,2018,h,2.8,Group,2,3,-1
fr Lyon,2018,h,2.8,Group,2,2,0
es Valencia,2018,a,0.4,Group,0,0,0
it Juventus,2018,h,3.3,Group,3,0,3
ua Shakhtar,2018,a,1.6,Group,2,2,0
ru CSKA Moscow,2018,h,0.4,Group,1,0,1
cz Viktoria Plzeň,2018,h,1.5,Group,2,2,0
de Hoffenheim,2018,a,1.8,Group,2,2,0
de Bayern Munich,2018,a,2.4,Group,2,0,2
eng Manchester Utd,2018,a,2.0,Group,3,0,3
nl Ajax,2018,h,1.7,Group,3,0,3
ch Young Boys,2018,h,1.7,Group,0,3,-3
es Real Madrid,2018,h,3.5,Group,3,0,3
pt Benfica,2018,h,0.7,Group,0,2,-2
eng Manchester City,2018,h,1.2,Group,1,2,-1
it Roma,2018,a,0.6,Group,0,3,-3
gr AEK Athens,2018,a,0.4,Group,0,3,-3
fr Lyon,2018,a,0.8,Group,2,1,1
es Valencia,2018,h,2.0,Group,0,2,-2
it Juventus,2018,a,3.7,Group,2,0,2
ua Shakhtar,2018,h,0.6,Group,2,2,0
ru CSKA Moscow,2018,a,1.7,Group,2,2,0
rs Red Star,2018,h,0.2,Group,0,0,0
es Barcelona,2018,h,1.5,Group,4,0,4
eng Tottenham,2018,a,0.8,Group,1,2,-1
ru Loko Moscow,2018,a,0.9,Group,0,3,-3
pt Porto,2018,a,2.2,Group,1,1,0
eng Liverpool,2018,h,2.3,Group,3,2,1
de Dortmund,2018,a,1.0,Group,1,0,1
de Schalke 04,2018,h,0.9,Group,1,1,0
it Napoli,2018,a,1.6,Group,0,0,0
it Inter,2018,h,1.2,Group,2,1,1
es Atlético Madrid,2018,a,0.9,Group,2,1,1
fr Paris S-G,2018,a,0.8,Group,2,3,-1
nl PSV Eindhoven,2018,a,0.7,Group,0,4,-4
tr Galatasaray,2018,h,1.8,Group,3,0,3
be Club Brugge,2018,h,0.6,Group,0,1,-1
fr Monaco,2018,h,0.7,Group,1,2,-1
eng Liverpool,2017,a,1.9,Final,1,3,-2
es Real Madrid,2017,a,1.5,Final,3,1,2
it Roma,2017,h,2.4,Semi-finals Leg 2,4,2,2
eng Liverpool,2017,a,1.6,Semi-finals Leg 2,2,4,-2
de Bayern Munich,2017,a,3.0,Semi-finals Leg 2,2,2,0
es Real Madrid,2017,h,1.8,Semi-finals Leg 2,2,2,0
de Bayern Munich,2017,h,1.9,Semi-finals Leg 1,1,2,-1
es Real Madrid,2017,a,0.7,Semi-finals Leg 1,2,1,1
it Roma,2017,a,1.9,Semi-finals Leg 1,2,5,-3
eng Liverpool,2017,h,3.7,Semi-finals Leg 1,5,2,3
es Sevilla,2017,a,0.6,Quarter-finals Leg 2,0,0,0
it Juventus,2017,a,2.7,Quarter-finals Leg 2,3,1,2
de Bayern Munich,2017,h,1.2,Quarter-finals Leg 2,0,0,0
es Real Madrid,2017,h,2.7,Quarter-finals Leg 2,1,3,-2
es Barcelona,2017,a,0.9,Quarter-finals Leg 2,0,3,-3
eng Manchester City,2017,h,1.2,Quarter-finals Leg 2,1,2,-1
eng Liverpool,2017,a,0.8,Quarter-finals Leg 2,2,1,1
it Roma,2017,h,2.7,Quarter-finals Leg 2,3,0,3
es Barcelona,2017,h,1.9,Quarter-finals Leg 1,4,1,3
eng Manchester City,2017,a,0.6,Quarter-finals Leg 1,0,3,-3
eng Liverpool,2017,h,1.6,Quarter-finals Leg 1,3,0,3
it Roma,2017,a,1.7,Quarter-finals Leg 1,1,4,-3
es Sevilla,2017,h,0.9,Quarter-finals Leg 1,1,2,-1
it Juventus,2017,h,1.6,Quarter-finals Leg 1,0,3,-3
de Bayern Munich,2017,a,1.4,Quarter-finals Leg 1,2,1,1
es Real Madrid,2017,a,3.1,Quarter-finals Leg 1,3,0,3
tr Beşiktaş,2017,h,1.2,Rd of 16 Leg 2,1,3,-2
eng Chelsea,2017,a,0.7,Rd of 16 Leg 2,0,3,-3
de Bayern Munich,2017,a,2.1,Rd of 16 Leg 2,3,1,2
es Barcelona,2017,h,1.0,Rd of 16 Leg 2,3,0,3
eng Manchester Utd,2017,h,1.9,Rd of 16 Leg 2,1,2,-1
ua Shakhtar,2017,a,0.2,Rd of 16 Leg 2,0,1,-1
es Sevilla,2017,a,1.7,Rd of 16 Leg 2,2,1,1
it Roma,2017,h,0.7,Rd of 16 Leg 2,1,0,1
eng Tottenham,2017,h,1.7,Rd of 16 Leg 2,1,2,-1
ch Basel,2017,a,0.6,Rd of 16 Leg 2,2,1,1
eng Manchester City,2017,h,1.6,Rd of 16 Leg 2,1,2,-1
it Juventus,2017,a,1.5,Rd of 16 Leg 2,2,1,1
pt Porto,2017,a,0.6,Rd of 16 Leg 2,0,0,0
fr Paris S-G,2017,h,1.1,Rd of 16 Leg 2,1,2,-1
es Real Madrid,2017,a,2.2,Rd of 16 Leg 2,2,1,1
eng Liverpool,2017,h,1.6,Rd of 16 Leg 2,0,0,0
eng Manchester Utd,2017,a,0.7,Rd of 16 Leg 1,0,0,0
ua Shakhtar,2017,h,1.7,Rd of 16 Leg 1,2,1,1
es Sevilla,2017,h,2.0,Rd of 16 Leg 1,0,0,0
it Roma,2017,a,1.8,Rd of 16 Leg 1,1,2,-1
tr Beşiktaş,2017,a,0.3,Rd of 16 Leg 1,0,5,-5
eng Chelsea,2017,h,0.5,Rd of 16 Leg 1,1,1,0
de Bayern Munich,2017,h,4.9,Rd of 16 Leg 1,5,0,5
es Barcelona,2017,a,0.6,Rd of 16 Leg 1,1,1,0
pt Porto,2017,h,0.5,Rd of 16 Leg 1,0,5,-5
fr Paris S-G,2017,a,1.0,Rd of 16 Leg 1,1,3,-2
es Real Madrid,2017,h,2.4,Rd of 16 Leg 1,3,1,2
eng Liverpool,2017,a,2.6,Rd of 16 Leg 1,5,0,5
eng Tottenham,2017,a,1.8,Rd of 16 Leg 1,2,2,0
ch Basel,2017,h,1.0,Rd of 16 Leg 1,0,4,-4
eng Manchester City,2017,a,0.7,Rd of 16 Leg 1,4,0,4
it Juventus,2017,h,2.5,Rd of 16 Leg 1,2,2,0
tr Beşiktaş,2017,a,1.8,Group,2,1,1
si NK Maribor,2017,h,0.8,Group,1,1,0
eng Tottenham,2017,h,2.3,Group,3,0,3
es Real Madrid,2017,h,2.7,Group,3,2,1
pt Porto,2017,h,1.9,Group,5,2,3
eng Liverpool,2017,h,4.2,Group,7,0,7
ru Spartak Moscow,2017,a,0.6,Group,0,7,-7
de RB Leipzig,2017,h,3.0,Group,1,2,-1
es Sevilla,2017,a,1.7,Group,1,1,0
de Dortmund,2017,a,1.7,Group,2,3,-1
eng Manchester City,2017,a,1.7,Group,1,2,-1
it Napoli,2017,a,1.3,Group,1,2,-1
ua Shakhtar,2017,h,1.7,Group,2,1,1
cy APOEL FC,2017,a,0.6,Group,0,3,-3
nl Feyenoord,2017,h,0.7,Group,2,1,1
fr Monaco,2017,a,1.7,Group,2,5,-3
de Bayern Munich,2017,h,1.8,Group,3,1,2
be Anderlecht,2017,a,0.7,Group,1,0,1
pt Sporting CP,2017,a,1.0,Group,0,2,-2
eng Manchester Utd,2017,h,2.9,Group,2,1,1
es Barcelona,2017,h,1.2,Group,2,0,2
gr Olympiacos,2017,h,1.0,Group,0,2,-2
az Qarabağ,2017,a,0.4,Group,0,1,-1
pt Benfica,2017,h,1.4,Group,0,2,-2
sct Celtic,2017,h,0.8,Group,0,1,-1
it Roma,2017,h,1.9,Group,1,0,1
eng Chelsea,2017,h,2.9,Group,1,1,0
ch Basel,2017,a,1.4,Group,2,0,2
es Atlético Madrid,2017,a,1.0,Group,1,1,0
it Juventus,2017,a,1.5,Group,2,0,2
fr Paris S-G,2017,a,1.9,Group,1,3,-2
ru CSKA Moscow,2017,a,0.8,Group,1,2,-1
de Bayern Munich,2017,a,2.2,Group,2,1,1
be Anderlecht,2017,h,1.8,Group,1,2,-1
pt Sporting CP,2017,h,2.0,Group,3,1,2
eng Manchester Utd,2017,a,1.5,Group,0,1,-1
es Barcelona,2017,a,0.9,Group,0,0,0
gr Olympiacos,2017,a,0.4,Group,1,3,-2
az Qarabağ,2017,h,0.2,Group,0,4,-4
pt Benfica,2017,a,1.0,Group,0,2,-2
sct Celtic,2017,a,0.3,Group,1,7,-6
it Roma,2017,a,0.5,Group,0,2,-2
eng Chelsea,2017,a,3.9,Group,4,0,4
ch Basel,2017,h,1.1,Group,1,0,1
es Atlético Madrid,2017,h,1.4,Group,2,0,2
it Juventus,2017,h,0.5,Group,0,0,0
fr Paris S-G,2017,h,2.8,Group,7,1,6
ru CSKA Moscow,2017,h,1.0,Group,2,0,2
tr Beşiktaş,2017,h,0.7,Group,1,1,0
si NK Maribor,2017,a,1.2,Group,1,1,0
eng Tottenham,2017,a,1.1,Group,2,1,1
es Real Madrid,2017,a,3.7,Group,6,0,6
pt Porto,2017,a,0.7,Group,1,1,0
eng Liverpool,2017,a,2.3,Group,3,3,0
ru Spartak Moscow,2017,h,1.4,Group,1,1,0
de RB Leipzig,2017,a,1.5,Group,4,1,3
es Sevilla,2017,h,1.9,Group,3,3,0
de Dortmund,2017,h,1.1,Group,1,2,-1
eng Manchester City,2017,h,1.3,Group,1,0,1
it Napoli,2017,h,1.9,Group,3,0,3
ua Shakhtar,2017,a,0.5,Group,0,3,-3
cy APOEL FC,2017,h,0.5,Group,0,6,-6
nl Feyenoord,2017,a,0.3,Group,0,1,-1
fr Monaco,2017,h,0.8,Group,1,4,-3
tr Beşiktaş,2017,h,1.3,Group,1,1,0
si NK Maribor,2017,a,0.3,Group,0,3,-3
eng Tottenham,2017,h,2.3,Group,3,1,2
es Real Madrid,2017,a,2.2,Group,1,3,-2
pt Porto,2017,h,1.8,Group,3,1,2
eng Liverpool,2017,h,2.7,Group,3,0,3
ru Spartak Moscow,2017,a,1.2,Group,1,2,-1
de RB Leipzig,2017,a,0.6,Group,1,3,-2
es Sevilla,2017,h,0.9,Group,2,1,1
de Dortmund,2017,h,2.8,Group,1,1,0
eng Manchester City,2017,a,1.4,Group,4,2,2
it Napoli,2017,h,2.1,Group,2,4,-2
ua Shakhtar,2017,h,2.6,Group,3,1,2
cy APOEL FC,2017,a,0.6,Group,1,1,0
nl Feyenoord,2017,a,1.0,Group,1,3,-2
fr Monaco,2017,a,1.0,Group,1,1,0
de Bayern Munich,2017,a,0.7,Group,2,1,1
be Anderlecht,2017,a,0.2,Group,0,5,-5
pt Sporting CP,2017,h,0.5,Group,1,1,0
eng Manchester Utd,2017,h,2.7,Group,2,0,2
es Barcelona,2017,a,1.8,Group,0,0,0
gr Olympiacos,2017,h,0.3,Group,0,0,0
az Qarabağ,2017,a,0.2,Group,1,1,0
pt Benfica,2017,a,0.9,Group,0,2,-2
sct Celtic,2017,h,1.4,Group,1,2,-1
it Roma,2017,h,1.5,Group,3,0,3
eng Chelsea,2017,a,1.3,Group,0,3,-3
ch Basel,2017,h,1.2,Group,1,2,-1
es Atlético Madrid,2017,h,3.2,Group,1,1,0
it Juventus,2017,a,2.0,Group,1,1,0
fr Paris S-G,2017,h,2.6,Group,5,0,5
ru CSKA Moscow,2017,a,1.3,Group,2,1,1
de Bayern Munich,2017,h,3.2,Group,3,0,3
be Anderlecht,2017,h,1.2,Group,0,4,-4
pt Sporting CP,2017,a,0.5,Group,1,2,-1
eng Manchester Utd,2017,a,0.6,Group,1,0,1
es Barcelona,2017,h,3.5,Group,3,1,2
gr Olympiacos,2017,a,0.2,Group,1,3,-2
az Qarabağ,2017,h,0.4,Group,0,0,0
pt Benfica,2017,h,0.5,Group,0,1,-1
sct Celtic,2017,a,0.6,Group,0,3,-3
it Roma,2017,a,1.6,Group,3,3,0
eng Chelsea,2017,h,1.6,Group,3,3,0
ch Basel,2017,a,1.4,Group,2,0,2
es Atlético Madrid,2017,a,1.9,Group,0,0,0
it Juventus,2017,h,1.5,Group,2,1,1
fr Paris S-G,2017,a,3.3,Group,4,0,4
ru CSKA Moscow,2017,h,0.4,Group,0,2,-2
tr Beşiktaş,2017,a,1.2,Group,2,1,1
si NK Maribor,2017,h,0.4,Group,0,7,-7
eng Tottenham,2017,a,0.9,Group,1,1,0
es Real Madrid,2017,h,2.9,Group,1,1,0
pt Porto,2017,a,1.1,Group,2,3,-1
eng Liverpool,2017,a,4.6,Group,7,0,7
ru Spartak Moscow,2017,h,1.7,Group,5,1,4
de RB Leipzig,2017,h,2.5,Group,3,2,1
es Sevilla,2017,a,1.3,Group,1,5,-4
de Dortmund,2017,a,2.1,Group,1,1,0
eng Manchester City,2017,h,2.7,Group,2,1,1
it Napoli,2017,a,2.2,Group,1,2,-1
ua Shakhtar,2017,a,1.3,Group,2,1,1
cy APOEL FC,2017,h,1.0,Group,1,1,0
nl Feyenoord,2017,h,1.6,Group,1,2,-1
fr Monaco,2017,h,0.7,Group,1,2,-1
eng Manchester Utd,2017,a,4.3,Group,4,1,3
ru CSKA Moscow,2017,h,0.6,Group,1,4,-3
de Bayern Munich,2017,a,1.0,Group,0,3,-3
be Anderlecht,2017,h,0.6,Group,0,3,-3
pt Sporting CP,2017,h,0.7,Group,0,1,-1
es Barcelona,2017,a,0.9,Group,1,0,1
gr Olympiacos,2017,a,0.5,Group,0,2,-2
az Qarabağ,2017,h,0.9,Group,1,2,-1
pt Benfica,2017,a,0.4,Group,0,5,-5
sct Celtic,2017,a,1.2,Group,3,0,3
it Roma,2017,a,1.9,Group,2,1,1
eng Chelsea,2017,a,2.5,Group,2,1,1
ch Basel,2017,h,3.2,Group,5,0,5
es Atlético Madrid,2017,h,1.4,Group,1,2,-1
it Juventus,2017,h,2.3,Group,2,0,2
fr Paris S-G,2017,h,2.0,Group,3,0,3
tr Beşiktaş,2017,h,1.0,Group,2,0,2
si NK Maribor,2017,a,0.4,Group,0,3,-3
eng Tottenham,2017,a,1.8,Group,3,0,3
es Real Madrid,2017,a,3.2,Group,3,1,2
pt Porto,2017,a,2.9,Group,3,0,3
eng Liverpool,2017,a,2.8,Group,1,1,0
ru Spartak Moscow,2017,h,0.2,Group,1,1,0
de RB Leipzig,2017,a,1.1,Group,0,2,-2
es Sevilla,2017,h,3.9,Group,3,0,3
de Dortmund,2017,h,1.2,Group,1,3,-2
eng Manchester City,2017,h,3.2,Group,2,0,2
it Napoli,2017,h,0.9,Group,3,1,2
ua Shakhtar,2017,a,0.5,Group,0,2,-2
cy APOEL FC,2017,h,1.0,Group,0,3,-3
nl Feyenoord,2017,a,1.6,Group,1,3,-2
fr Monaco,2017,h,0.6,Group,0,3,-3
tr Beşiktaş,2017,a,0.9,Group,3,1,2
si NK Maribor,2017,h,1.1,Group,1,1,0
eng Tottenham,2017,h,1.2,Group,3,1,2
es Real Madrid,2017,h,3.9,Group,3,0,3
pt Porto,2017,h,1.5,Group,1,3,-2
eng Liverpool,2017,h,2.4,Group,2,2,0
ru Spartak Moscow,2017,a,1.8,Group,1,1,0
de RB Leipzig,2017,h,0.9,Group,1,1,0
es Sevilla,2017,a,1.2,Group,2,2,0
de Dortmund,2017,a,0.8,Group,1,3,-2
eng Manchester City,2017,a,1.3,Group,4,0,4
it Napoli,2017,a,1.9,Group,1,2,-1
ua Shakhtar,2017,h,1.4,Group,2,1,1
cy APOEL FC,2017,a,0.2,Group,0,3,-3
nl Feyenoord,2017,h,0.3,Group,0,4,-4
fr Monaco,2017,a,1.1,Group,1,1,0
de Bayern Munich,2017,h,4.2,Group,3,0,3
be Anderlecht,2017,a,0.8,Group,0,3,-3
pt Sporting CP,2017,a,2.6,Group,3,2,1
eng Manchester Utd,2017,h,3.4,Group,3,0,3
es Barcelona,2017,h,0.9,Group,3,0,3
gr Olympiacos,2017,h,1.1,Group,2,3,-1
az Qarabağ,2017,a,0.3,Group,0,6,-6
pt Benfica,2017,h,2.1,Group,1,2,-1
sct Celtic,2017,h,0.4,Group,0,5,-5
it Roma,2017,h,0.5,Group,0,0,0
eng Chelsea,2017,h,2.0,Group,6,0,6
ch Basel,2017,a,0.6,Group,0,3,-3
es Atlético Madrid,2017,a,2.4,Group,0,0,0
it Juventus,2017,a,0.7,Group,0,3,-3
fr Paris S-G,2017,a,2.5,Group,5,0,5
ru CSKA Moscow,2017,a,1.6,Group,2,1,1
